id,created_at,source,in_reply_to_status_id_str,in_reply_to_user_id_str,in_reply_to_screen_name,user_id_str,user_screen_name,place_country_code,place_full_name,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,text
1071850062031015936,2018-12-09 19:32:23,Twitter Web Client,,,,7.159861082077266e+17,MakchNaeef1395,,,False,7.0,7.0,False,False,en,Free LIVE - YouTube  River Plate vs Boca Juniors  Live Stream Full HD :  https://t.co/LPW9srzuhS  #rivًerboca… https://t.co/BneuaHAf5v
1071876557948497920,2018-12-09 21:17:40,Twitter Web Client,,,,629775675.0,hjory12,,,False,7.0,0.0,False,False,en,RT @ashjan1177: 🏆   River Plate vs Boca Juniors 🏆 LIVE  //   Live Stream HD ➤   https://t.co/o8uZhtX1L2 + + Live  4K Youtube ➤  https://t.c…
1071852648435990528,2018-12-09 19:42:40,Twitter Web Client,,,,4268952629.0,moona1209,,,False,7.0,0.0,False,False,en,RT @naeef9981: WATCH ⚽   🏆   River Plate vs Boca Juniors 🏆 LIVE  //   Live Stream HD ➤   https://t.co/rdg6UcEpVO + + Live  4K Youtube ➤  ht…
1071875844208058369,2018-12-09 21:14:50,Twitter Web Client,,,,1693130995.0,zezooo103,,,False,7.0,0.0,False,False,en,RT @AsHjna_alanzi43: Free LIVE - YouTube  River Plate vs Boca Juniors  Live Stream Full HD :  https://t.co/ybA2RRnjxW  #VamosٍBoca  #Liber…
1071855039227027457,2018-12-09 19:52:10,Twitter Web Client,,,,2737938320.0,790Abeer,,,False,2.0,0.0,False,False,en,RT @lamooo111121: 🔴Live Free Broadcast Stream For Libertadores2018 🏆Copa-Libertadores 🇪🇸Madrid  🏟️Santiago bernabeu   River Plate vs Boca J…
1071869786760642560,2018-12-09 20:50:46,Twitter for Android,,,,134206583.0,isaiyokey,,,False,8.0,0.0,False,False,en,RT @ahawas641: 🔥 River Plate vs Boca Juniors Live stream 🔥  {#VamosٍBoca  #Libertٍadores2018}   ❤ A beautiful match now   Live Stream HD 1…
1069358196249280512,2018-12-02 22:30:36,Twitter for Android,,,,2399888594.0,BocaJuniors_HD,,,False,0.0,0.0,False,False,en,3' min PT: Independiente 0-0 #Boca. Streaming: https://t.co/yJ39iTni7Q
1071876611463634944,2018-12-09 21:17:53,Twitter Web Client,,,,2502405358.0,Ashjan1966,,,False,7.0,7.0,False,False,en,#VamosٍBoca  #Libertٍadores2018 River Plate vs Boca Juniors  Live Stream    Watch For FREE HD &amp; 4K 📡  • Mobile 📱➤… https://t.co/XzhKNQ09WY
1071869881740656644,2018-12-09 20:51:08,Twitter Web Client,,,,1693130995.0,zezooo103,,,False,7.0,0.0,False,False,en,RT @SAlshare5: 💥 Live Stream 👇  Live YouTube ➤ 👉  https://t.co/B0utJ7nHXp 🔰 🔰 Live Mobile  ➤ 👉  https://t.co/B0utJ7nHXp  #VamosٍBoca  #Libe…
1071884043350917120,2018-12-09 21:47:25,Twitter Web Client,,,,629775675.0,hjory12,,,False,7.0,0.0,False,False,en,RT @moona691: Best live broadcast of today's match  ^ ^ Match of the day {River Plate vs Boca Juniors }   💥 Live Stream 👇  Live YouTube ➤ 👉…
